position COMBINED_rate(cM/Mb) Genetic_Map(cM)
72321300 2.7986669860 109.6788332385
72322501 2.8183575941 109.6821944376
72322751 2.8084763083 109.6828990270
72323093 2.7995702440 109.6838595259
72323185 2.7864883416 109.6841170863
72323427 2.7774587629 109.6847914165
72325011 2.7350409468 109.6891909112
72325606 2.6622810147 109.6908182605
72326246 2.6606297627 109.6925221204
72329217 2.7100770227 109.7004268514
72330759 3.2082036089 109.7046057902
72331644 7.4631460630 109.7074450504
72336563 10.9011956507 109.7441562659
72337990 11.3681412256 109.7597122721
72339056 11.7957763269 109.7718307106
72340055 11.8390113256 109.7836146912
72340127 11.8690805476 109.7844671000
72343127 9.2365373644 109.8200743416
72343402 5.5008237987 109.8226143894
72343675 2.9608831089 109.8241161143
72343703 2.0945068874 109.8241990190
72346537 0.7966893521 109.8301348515
72347374 0.6154431449 109.8308016805
72347497 0.4163931025 109.8308773800
72355181 0.4270972927 109.8340769446
72356083 0.4921616293 109.8344621864
72356779 0.6373944868 109.8348047309
72358378 43.4567176936 109.8358239247
72360559 43.4567176936 109.9306030260
72360621 22.5030250882 109.9332973424
72360699 22.5030250882 109.9350525784
72360984 22.4418730450 109.9414659406
72361125 22.4368073649 109.9446302447
72362054 22.4504133691 109.9654740387
72362095 22.4639118095 109.9663945056
72362112 22.4639118095 109.9667763921
72362199 17.4478503085 109.9687307525
72362212 1.9530397592 109.9689575745
72362308 1.9556773964 109.9691450663
72362330 1.9579377100 109.9691880912
72362475 1.9730649609 109.9694719922
72362497 1.9951484293 109.9695153996
72364680 1.9805857540 109.9738708087
72366603 1.9784117257 109.9776794751
72367281 1.9794691585 109.9790208382
72369087 1.9784182543 109.9825957595
72369214 1.9767844754 109.9828470186
72370771 1.9739135011 109.9859248721
72370842 1.9663882264 109.9860650199
72371441 1.9448707725 109.9872428865
72373513 1.8918353382 109.9912726587
72374585 1.8492215707 109.9933007062
72375732 1.8090997193 109.9954217633
72376270 1.7971937510 109.9963950590
72377225 1.7789038880 109.9981113790
72378618 1.7424610165 110.0005893921
72381325 1.7214163287 110.0053062341
72381591 1.6398695151 110.0057641309
72382239 1.1077591316 110.0068267663
72385544 1.0161083228 110.0104879102
72388920 1.0227783557 110.0139182919
72389959 1.0231492277 110.0149809586
72390029 1.0233219164 110.0150525791
72391412 1.1247387602 110.0164678333
72392137 1.1238844795 110.0172832689
72392620 1.5154481604 110.0178261051
72393001 1.7159049727 110.0184034908
72395179 1.7505073792 110.0221407319
72398882 1.7518092867 110.0286228607
72398998 1.7548010684 110.0288260706
72399169 2.0385669774 110.0291261416
72399289 11.6099533031 110.0293707696
72400112 11.6208560696 110.0389257612
72400474 11.6210369961 110.0431325111
72401436 11.6094332744 110.0543119487
72401699 10.6721198973 110.0573652296
72401731 0.6862479826 110.0577067374
72402201 0.6676019704 110.0580292740
72403343 0.6653204151 110.0587916754
72403778 0.6636769893 110.0590810898
72404192 0.6637782280 110.0593558521
72404264 0.6637003846 110.0594036441
72404303 0.6639644766 110.0594295284
72405099 0.6639644766 110.0599580442
72405211 0.6628942795 110.0600324082
72406416 0.6702910202 110.0608311958
72406662 6.6642183347 110.0609960874
72406868 13.5519168181 110.0623689164
72407426 18.0780164945 110.0699308859
72407474 22.7419087503 110.0707986307
72408504 22.7419087503 110.0942227968
72408674 22.7419087503 110.0980889212
72409038 22.7419087503 110.1063669760
72409847 22.6605607833 110.1247651802
72410777 17.4036359269 110.1458395017
72410800 12.0729666617 110.1462397854
72411084 11.3338742227 110.1496685079
72411261 10.1553235978 110.1516746036
72411347 9.1723251438 110.1525479615
72411472 7.6673922397 110.1536945021
72411551 6.9960724143 110.1543002261
72412183 5.9624064379 110.1587217439
72412347 5.0754052035 110.1596995785
72413716 4.8368170407 110.1666478082
72413903 4.6173655774 110.1675522930
72414068 4.6136034655 110.1683141583
72414148 4.5209559635 110.1686832466
72415291 4.4564449083 110.1738506993
72415316 4.3214989758 110.1739621104
72417194 5.6437935194 110.1820778855
72418978 53.8286831972 110.1921464131
72420183 53.8286831972 110.2570099764
72420332 53.8286831972 110.2650304502
72420744 53.8286831972 110.2872078676
72420808 53.8286831972 110.2906529034
72420950 53.8286831972 110.2982965764
72421031 53.8286831972 110.3026566997
72421112 16.3838521031 110.3070168231
72421162 16.3838521031 110.3078360157
72421274 12.0271349285 110.3096710071
72421306 4.6638940442 110.3100558754
72421509 4.3521851860 110.3110026459
72421558 3.2524795975 110.3112159030
72421720 3.0214148344 110.3117428047
72421957 2.2553679532 110.3124588800
72422070 1.6152221863 110.3127137366
72422742 1.6142147255 110.3137991659
72422754 1.6134572167 110.3138185365
72422939 1.6109222221 110.3141170260
72423382 1.6071453972 110.3148306646
72423549 1.6034987701 110.3150990579
72423558 1.5987195217 110.3151134894
72423909 1.5968590886 110.3156746399
72424285 1.6037847973 110.3162750589
72424595 1.6086475141 110.3167722322
72425085 1.6085441942 110.3175604695
72426151 1.6081991617 110.3192751776
72429346 31.6888920238 110.3244133739
72430003 31.6888920238 110.3452329760
72431081 31.6888920238 110.3793936016
72431244 31.6888920238 110.3845588910
72432389 31.6888920238 110.4208426724
72432802 31.4924818018 110.4339301848
72434167 1.6006702535 110.4769174224
72436933 1.6031544033 110.4813448764
72438039 1.6060663250 110.4831179651
72442545 1.6264184066 110.4903549000
72443408 1.6096523932 110.4917584991
72444054 1.5498260884 110.4927983345
72444319 1.4915022650 110.4932090384
72447295 1.3925610204 110.4976477492
72447380 1.3042398580 110.4977661169
72447598 1.2386927894 110.4980504411
72447948 1.1372218607 110.4984839836
72448505 1.0741117350 110.4991174162
72448635 1.0113778349 110.4992570507
72449589 1.0015756153 110.5002219052
72452017 0.9743109649 110.5026537308
72453202 0.9717656497 110.5038082893
72454438 0.9712992302 110.5050093916
72455093 0.9710843585 110.5056455926
72456072 0.8806131899 110.5065962842
72456931 0.7444517342 110.5073527309
72457017 0.6438600832 110.5074167538
72457082 0.5781380551 110.5074586047
72457465 0.5751569262 110.5076800315
72457607 0.5806687403 110.5077617038
72458288 0.5813497030 110.5081571392
72458519 0.6088430964 110.5082914310
72458649 0.5937435697 110.5083705806
72458792 0.5687583252 110.5084554860
72458941 0.5705815321 110.5085402309
72458988 0.5700762327 110.5085670483
72459105 0.5647399940 110.5086337472
72459142 0.5596518521 110.5086546426
72459289 0.5594105064 110.5087369114
72459660 12.0399132628 110.5089444527
72460129 12.1913277786 110.5145911720
72460178 13.9532854313 110.5151885471
72460298 18.6339433315 110.5168629413
72460337 18.7628278888 110.5175896651
72460648 18.7628278888 110.5234249046
72460858 18.7628278888 110.5273650985
72461942 8.0561078999 110.5477040039
72462172 2.8910172782 110.5495569087
72462279 2.3127825760 110.5498662475
72462297 1.7125661832 110.5499078776
72462488 1.6873154828 110.5502349778
72462615 1.5939673292 110.5504492668
72462924 1.5836059739 110.5509418027
72464235 1.6144291418 110.5530179102
72464342 1.6537346847 110.5531906541
72464687 1.7153977413 110.5537611926
72464727 1.7996437805 110.5538298085
72464847 1.7938528789 110.5540457657
72465668 6.7275068911 110.5555185189
72466423 25.5263191530 110.5605977866
72466629 26.3241181797 110.5658562084
72467114 26.3339240366 110.5786234057
72468219 0.2924527384 110.6077223918
72472144 0.2919713409 110.6088702688
72475443 0.2978236525 110.6098334822
72477904 0.3153132816 110.6105664262
72478080 0.3342110858 110.6106219214
72479020 2.2040833170 110.6109360798
72479271 2.5362896264 110.6114893047
72479293 2.9096549478 110.6115451031
72479358 3.0026976383 110.6117342306
72480369 3.0978968510 110.6147699580
72481716 3.1322779596 110.6189428250
72484246 0.9664000714 110.6268674883
72485379 0.7059814544 110.6279624195
72488570 0.7002629346 110.6302152064
72489433 0.6955073219 110.6308195333
72489548 0.6919985769 110.6308995166
72492050 0.7260706492 110.6326308970
72492560 0.7964606145 110.6330011931
72493166 0.8338274499 110.6334838482
72493279 0.8672609493 110.6335780707
72493545 0.9327955457 110.6338087621
72495194 1.0989311266 110.6353469420
72496450 1.0968256652 110.6367271995
72497147 1.3741530413 110.6374916870
72497282 1.6463513323 110.6376771976
72498703 1.7014968148 110.6400166629
72498820 1.7792509625 110.6402157380
72499262 2.2513607540 110.6410021669
72499632 2.2506650736 110.6418351704
72499786 2.3811158751 110.6421817728
72499808 2.4950808032 110.6422341574
72499929 2.5467345761 110.6425360621
72499976 2.5967288001 110.6426557587
72500107 2.5975325245 110.6429959301
72500120 2.5997058824 110.6430296981
72500737 2.4783862188 110.6446337166
72501035 2.3379803431 110.6453722757
72501421 2.3921949235 110.6462747361
72501582 2.3978521668 110.6466598795
72501595 2.4074672667 110.6466910516
72502113 1.5559772787 110.6479381196
72502234 1.0210726020 110.6481263929
72503333 0.8897891169 110.6492485516
72503443 0.7661202311 110.6493464284
72503744 0.7589270876 110.6495770306
72504002 0.7419656000 110.6497728338
72507051 2.5515400531 110.6520350869
72507308 2.5539395756 110.6526908327
72507383 2.6380425836 110.6528823782
72507538 2.9242602167 110.6532912748
72507605 3.3927664931 110.6534872002
72508823 3.3546366658 110.6576195898
72509158 3.3233876198 110.6587433931
72509631 2.5859272662 110.6603153555
72509678 2.1085835169 110.6604368940
72509780 1.9471825882 110.6606519696
72509839 1.8458334742 110.6607668533
72509901 1.7265046001 110.6608812950
72510129 1.7015916295 110.6612749381
72510821 8.3504916317 110.6624524395
72510933 8.3979942423 110.6633876945
72511634 8.2485032935 110.6692746885
72512011 8.3955997870 110.6723843742
72512149 5.0364256744 110.6735429670
72512181 2.9509183971 110.6737041326
72512278 2.3478486819 110.6739903717
72512409 2.2025580382 110.6742979399
72512589 2.0202979486 110.6746944003
72514896 2.0339437744 110.6793552277
72516287 2.0492847060 110.6821844435
72517647 3.5216101175 110.6849714707
72518363 4.5217161372 110.6874929435
72524557 4.5950611946 110.7155004533
72526479 4.5947903111 110.7243321609
72527860 4.5279910542 110.7306775663
72530615 4.5267971714 110.7431521817
72531323 4.4826823940 110.7463571541
72531390 4.4038782762 110.7466574938
72531625 4.1019495886 110.7476924052
72532340 3.7321589584 110.7506252991
72532355 3.4017103984 110.7506812815
72532809 3.3360730970 110.7522256580
72532863 3.2751638722 110.7524058060
72533033 3.2117137976 110.7529625839
72534292 3.1886550186 110.7570061315
72537956 2.2683460488 110.7686893635
72540583 1.7563906170 110.7746483086
72541071 1.5656305285 110.7755054272
72543302 1.5658921791 110.7789983489
72544197 1.5665588929 110.7803998224
72544249 1.5661009419 110.7804812835
72544868 1.5660750646 110.7814507000
72545074 1.5656830057 110.7817733114
72545112 1.5645792914 110.7818328074
72545880 1.5647183838 110.7830344043
72546308 1.5643349442 110.7837041037
72548371 1.5641622032 110.7869313267
72549728 1.5653918020 110.7890538948
72553326 1.5657696484 110.7946861745
72553731 1.5650993648 110.7953203113
72553959 1.5649816923 110.7956771539
72554613 1.5634373591 110.7967006519
72554759 1.5640957176 110.7969289138
72556251 1.5629952181 110.7992625446
72557580 1.5295108073 110.8013397652
72559459 1.5233873914 110.8042137160
72561380 2.5502381605 110.8071401432
72561828 3.1234318959 110.8082826499
72561963 4.1228952578 110.8087043132
72562162 4.5660653376 110.8095247694
72564142 8.9323285794 110.8185655788
72565690 8.9132775594 110.8323928234
72566667 8.8898489694 110.8411010956
72566983 0.1732586641 110.8439102878
72568489 0.1672458146 110.8441712154
72568530 0.1616045269 110.8441780725
72570323 0.1616596529 110.8444678294
72570403 0.1617871346 110.8444807622
72573625 4.4195885611 110.8450020403
72574012 4.4781481659 110.8467124211
72574349 4.4705650177 110.8482215570
72574766 4.4705245859 110.8500857826
72575468 4.4720151899 110.8532240909
72577046 4.3090713370 110.8602809309
72577717 4.0528131640 110.8631723177
72578432 3.6814881979 110.8660700791
72578561 3.3648234935 110.8665449911
72578662 3.1873122638 110.8668848383
72578841 3.0852572169 110.8674553672
72578871 2.9951491978 110.8675479249
72579628 2.9376054893 110.8698152528
72582406 17.0802108708 110.8779759209
72582630 17.8300778086 110.8818018881
72584593 17.8300778086 110.9168023309
72584608 17.8300778086 110.9170697820
72584723 18.4514514751 110.9191202410
72590071 18.3660565320 111.0177986035
72590511 23.2326919409 111.0258796683
72590566 45.0957467998 111.0271574664
72591405 45.1263057243 111.0649927980
72592361 45.1263057243 111.1081335462
72592537 45.1263057243 111.1160757760
72593292 45.1263057243 111.1501461369
72593504 45.1263057243 111.1597129137
72593590 45.1263057243 111.1635937760
72594086 45.0448441636 111.1859764236
72594924 15.1579501433 111.2237240030
72595148 14.4624720335 111.2271193838
72595175 14.4600930654 111.2275098706
72595268 14.4603341884 111.2288546592
72596720 2.1358308102 111.2498510645
72597073 2.1401002016 111.2506050128
72597373 2.1606768394 111.2512470428
72597825 2.3422790285 111.2522236688
72597849 2.5179264597 111.2522798835
72597873 2.7306551302 111.2523403137
72597889 2.9337580168 111.2523840042
72597913 3.1523567179 111.2524544144
72598127 3.3863706442 111.2531290187
72598232 3.4925792139 111.2534845876
72598410 3.4808037859 111.2541062667
72598504 3.4454967341 111.2544334623
72598574 3.3827150786 111.2546746470
72598633 3.3452773156 111.2548742272
72598648 3.3013069129 111.2549244064
72598724 3.3881467273 111.2551753057
72598782 3.6020973558 111.2553718182
72598918 3.6327420046 111.2558617035
72598983 3.6454482890 111.2560978317
72599489 3.7867002638 111.2579424285
72599551 3.8561959532 111.2581772040
72599615 4.6668728942 111.2584240005
72600019 5.7375444973 111.2603094171
72600217 6.4792664552 111.2614454510
72600290 7.3933984213 111.2619184374
72600405 7.3933984213 111.2627686782
72600805 10.7958509086 111.2657260376
72600816 14.5577922170 111.2658447920
72603831 2.5835661816 111.3097365355
72604358 1.8000572836 111.3110980749
72604479 1.8047272682 111.3113158818
72606602 1.8087900188 111.3151473178
72606746 1.8099246992 111.3154077835
72606975 1.8093345595 111.3158222563
72607264 1.8155500822 111.3163451540
72607331 1.8192229705 111.3164667958
72607923 1.8091984813 111.3175437758
72610755 1.8091680027 111.3226674259
72611248 1.8183113425 111.3235593458
72611420 1.8110893596 111.3238720953
72611513 1.7954673573 111.3240405266
72612590 1.7945573996 111.3259742450
72612997 6.3226984179 111.3267046298
72613722 6.3096237531 111.3312885862
72613919 1.0158407249 111.3325315821
72616824 1.0189011757 111.3354825994
72616856 1.0244176622 111.3355152042
72617268 1.0275623009 111.3359372643
72620120 1.0516558847 111.3388678720
72620313 1.0553421038 111.3390708416
72620400 1.0584472717 111.3391626563
72620663 1.0593187188 111.3394410280
72620941 1.0813900741 111.3397355186
72621111 1.0819802795 111.3399193549
72621440 1.1822105057 111.3402753264
72621472 1.2780170634 111.3403131571
72621636 1.3442363600 111.3405227519
72622304 1.3839604859 111.3414207018
72622324 1.4166071104 111.3414483810
72622377 1.4442815770 111.3415234612
72624069 1.4433879278 111.3439671856
72625147 1.4428501153 111.3455231578
72625404 1.4410536861 111.3458939703
72626197 1.4388984037 111.3470367259
72626816 1.4362165640 111.3479274040
72630139 1.2338083151 111.3526999516
72630158 1.0178843709 111.3527233940
72632218 0.9092008600 111.3548202358
72632623 0.8394175189 111.3551884621
72632759 0.8029926063 111.3553026229
72632864 0.8102429660 111.3553869371
72635489 0.8373512073 111.3575138249
72638946 0.9052176430 111.3604085480
72639921 0.9800558243 111.3612911352
72644005 1.0585796577 111.3652936832
72646301 0.7289729279 111.3677241821
72647793 0.3385461485 111.3688118097
72647939 0.0830920221 111.3688612375
72656141 0.0848031594 111.3695427582
72659931 0.1084372201 111.3698641622
72662016 0.6085124024 111.3700902538
72665089 0.4101490366 111.3719602124
72665893 0.3602982179 111.3722899723
72666145 0.4856438133 111.3723807674
72666464 0.3955382729 111.3725356878
72666997 0.3634897990 111.3727465097
72667431 0.3611279884 111.3729042642
72667447 0.3088337993 111.3729100423
72668687 0.3067453239 111.3732929962
72669066 0.2480548438 111.3734092527
72669421 0.1253241514 111.3734973122
72669913 0.0302988107 111.3735589716
72670582 0.0279521664 111.3735792415
72670749 0.0271522061 111.3735839096
72674075 0.0279668161 111.3736742178
72674221 0.0293002864 111.3736783009
72676540 0.0312150154 111.3737462483
72676726 0.0325240669 111.3737520543
72678950 0.0402150507 111.3738243878
72679628 0.0360858883 111.3738516536
72680314 0.0360858883 111.3738764086
72685378 0.0360452063 111.3740591475
72688953 0.0359602487 111.3741880091
72689023 0.0358999374 111.3741905263
72689143 0.0358246024 111.3741948343
72689896 0.0358497596 111.3742218102
72691104 0.0358674706 111.3742651167
72691239 0.0358855444 111.3742699589
72692162 0.0358951764 111.3743030812
72693496 0.0359290957 111.3743509654
72693667 0.0359393248 111.3743571093
72693738 0.0359393248 111.3743596609
72695293 0.0359614084 111.3744155466
72696750 0.0359614084 111.3744679424
72697925 0.0360238603 111.3745101970
72700198 0.0361436929 111.3745920793
72700965 0.0363348695 111.3746198015
72701097 0.0374979470 111.3746245977
72703387 0.0371457474 111.3747104680
72703568 0.0367717256 111.3747171914
72706655 0.0367742954 111.3748307057
72707692 0.0393073939 111.3748688406
72707913 0.0393073939 111.3748775275
72708107 0.0428813922 111.3748851532
72708828 0.0428813922 111.3749160707
72709327 0.0560920543 111.3749374685
72709768 0.0560920543 111.3749622051
72711328 0.0500767986 111.3750497087
72711518 0.0444315371 111.3750592233
72712298 0.8507788389 111.3750938799
72713517 0.1547205038 111.3761309793
72714027 0.0398164607 111.3762098867
72715346 0.0391774947 111.3762624046
72716446 0.0385745749 111.3763054999
72719646 0.0382709269 111.3764289385
72719714 0.0381603388 111.3764315410
72720042 0.0381273957 111.3764440575
72720133 0.0379438106 111.3764475271
72720420 0.0378752811 111.3764584170
72720630 0.0378501058 111.3764663708
72722019 0.0378007196 111.3765189446
72722572 0.0377711331 111.3765398484
72723160 0.0377382316 111.3765620578
72723620 0.0376391124 111.3765794174
72724890 0.0376331029 111.3766272191
72724946 0.0375644320 111.3766293266
72726428 0.0374469079 111.3766849970
72727250 0.0374032299 111.3767157784
72727396 0.0370829711 111.3767212393
72727478 0.0368565151 111.3767242801
72727931 0.0366752618 111.3767409761
72728421 0.0365535012 111.3767589470
72728965 0.0364922999 111.3767788321
72729000 0.0364975413 111.3767801093
72731388 0.0367367664 111.3768672654
72731774 0.0370140744 111.3768814458
72731823 0.0374155430 111.3768832595
72733533 0.0399701478 111.3769472401
72734647 0.0435348434 111.3769917668
72735590 0.0469244776 111.3770328202
72735843 0.0692302685 111.3770446921
72736631 0.1716440563 111.3770992455
72736912 0.3444376911 111.3771474775
72738689 0.3733120143 111.3777595433
72739789 0.3799360272 111.3781701865
72739863 0.1998525346 111.3781983018
72740115 0.0725121560 111.3782486646
72740118 0.0706280442 111.3782488821
72740297 0.0703037110 111.3782615246
72741627 0.0726172378 111.3783550285
72742902 0.0726172378 111.3784476155
72743213 0.0725031100 111.3784701994
72743489 0.0706162316 111.3784902103
72744413 0.0687579736 111.3785554597
72744656 0.0688078946 111.3785721679
72745362 0.0688855380 111.3786207463
72745562 0.0651406977 111.3786345234
72745950 0.0653258843 111.3786597979
72746648 0.0610648419 111.3787053954
72747513 0.0612016585 111.3787582165
72747670 0.0612622058 111.3787678252
72750582 0.0541636150 111.3789462207
72750672 0.0478960840 111.3789510954
72751468 0.0480131431 111.3789892207
72752291 0.0468352328 111.3790287355
72753441 0.0468043441 111.3790825961
72753930 0.0468742908 111.3791054834
72755082 0.0471454758 111.3791594826
72755985 2.6210395258 111.3792020549
72756087 2.5698717936 111.3794694010
72756148 2.4308294388 111.3796261631
72756276 0.0182345317 111.3799373093
72756565 0.0142035599 111.3799425791
72756839 0.0136655437 111.3799464709
72757621 0.0136098588 111.3799571573
72757647 0.0136113315 111.3799575112
72760190 0.0136113315 111.3799921248
72761174 1.2107986210 111.3800055183
72761550 1.2107940931 111.3804607786
72761692 0.1086684488 111.3806327114
72761889 0.1086687831 111.3806541191
72761918 0.1086687831 111.3806572705
72765423 0.0825097221 111.3810381545
72765562 0.0557881010 111.3810496234
72765804 0.0286071906 111.3810631241
72766055 0.0068094586 111.3810703045
72769313 0.0068457926 111.3810924897
72770518 0.0105966630 111.3811007389
72770884 0.2843908024 111.3811046173
72770963 0.5432529639 111.3811270842
72772118 0.0248110520 111.3817545413
72772893 0.0159878653 111.3817737699
72773682 0.0123411520 111.3817863843
72774088 0.0096456269 111.3817913948
72774947 0.0094947041 111.3817996804
72774990 0.0090513312 111.3818000887
72775075 0.0086320551 111.3818008581
72775157 0.0080800907 111.3818015659
72775661 0.0076372933 111.3818056383
72775812 0.0069770746 111.3818067915
72776207 0.0067743980 111.3818095474
72777633 0.0063566754 111.3818192077
72777677 0.0059989536 111.3818194874
72778660 0.0059566742 111.3818253844
72782333 0.0192888992 111.3818472633
72782381 0.0367403186 111.3818481891
72782668 0.4146969168 111.3818587336
72784713 0.4146969168 111.3827067888
72785391 0.0057527462 111.3829879533
72786081 0.0053966667 111.3829919227
72788482 0.0053966667 111.3830048801
72788999 0.0053966667 111.3830076702
72789189 0.0053957558 111.3830086955
72789334 0.0053957558 111.3830094779
72789743 0.0053957558 111.3830116848
72789783 0.0053957558 111.3830119006
72792771 0.0053957558 111.3830280231
72793301 0.0053957558 111.3830308829
72794744 0.0053971692 111.3830386690
72794866 0.0053971692 111.3830393274
72794930 0.0053971692 111.3830396728
72795189 0.0053971692 111.3830410707
72796000 0.0053971692 111.3830454478
72796214 0.0053971692 111.3830466028
72796249 0.0053971692 111.3830467917
72797507 0.0054125977 111.3830535813
72797705 0.0054142795 111.3830546530
72798494 0.0054844931 111.3830589249
72800135 0.0116188587 111.3830679250
72800252 0.1780696575 111.3830692844
72800429 7.2171427804 111.3831008027
72800756 4.5958979160 111.3854608084
72800815 4.5958979160 111.3857319664
72800921 4.5928841767 111.3862191315
72801263 3.9752418749 111.3877898979
72801370 0.2735188271 111.3882152488
72806559 0.1401438420 111.3896345380
72807478 0.5179989984 111.3897633302
72808832 0.5173027255 111.3904647008
72809247 0.4943871555 111.3906793815
72809357 0.4934705491 111.3907337640
72809458 0.4933877412 111.3907836046
72809641 0.4932716256 111.3908738945
72809744 0.4805836480 111.3909247015
72810081 0.4806456511 111.3910866582
72810180 0.4741079289 111.3911342421
72811202 0.4789895513 111.3916187804
72811502 0.4817481750 111.3917624773
72811908 0.4835808752 111.3919580670
72812377 0.4828917872 111.3921848665
72813199 0.4809868460 111.3925818035
72814108 0.4655422911 111.3930190206
72814210 0.4470773742 111.3930665059
72816039 0.3401289448 111.3938842104
72816595 0.3094918801 111.3940733221
72816613 0.2845374808 111.3940788929
72816983 0.2618090403 111.3941841718
72819584 0.2829067703 111.3948651371
72819688 0.3152234548 111.3948945594
72819745 0.3809473636 111.3949125272
72819768 0.4563017922 111.3949212890
72819967 7.0300578331 111.3950120930
72820100 2.2193715485 111.3959470907
72820213 0.7454683042 111.3961978797
72820440 0.7145662307 111.3963671010
72820939 0.6913179474 111.3967236695
72821324 10.1713957888 111.3969898270
72821991 9.9759964741 111.4037741479
72822160 2.1644971394 111.4054600914
72822206 0.8010331237 111.4055596582
72822259 0.5554197729 111.4056021130
72822278 0.4566611219 111.4056126660
72822383 0.4444463112 111.4056606154
72823123 0.4590512274 111.4059895056
72823396 0.6130057669 111.4061148266
72823708 1.1725329544 111.4063060844
72823947 1.3308309112 111.4065863198
72823973 1.4406144028 111.4066209214
72824569 1.4718049289 111.4074795276
72824765 1.4684466022 111.4077680014
72824900 1.4222265154 111.4079662416
72825169 1.3902302332 111.4083488206
72825247 1.3906142359 111.4084572585
72825322 1.3802174413 111.4085615546
72825413 1.3755236156 111.4086871544
72825514 1.3806321308 111.4088260823
72826043 1.3862676291 111.4095564367
72826395 1.4562025988 111.4100444029
72826633 1.5206330501 111.4103909791
72826882 1.7393525055 111.4107696167
72826946 2.1340095208 111.4108809353
72827645 2.1386680780 111.4123726079
72828122 2.2696748496 111.4133927526
72828431 1.7632846131 111.4140940821
72830180 2.1164652280 111.4171780669
72830317 2.6463742412 111.4174680227
72830630 3.0749190946 111.4182963378
72831852 4.5230540137 111.4220538889
72831987 5.6393238802 111.4226645012
72832167 6.1575139081 111.4236795795
72832352 6.0918529194 111.4248187196
72832707 6.0597268320 111.4269813274
72833263 6.0191277238 111.4303505355
72833961 6.0085330274 111.4345518867
72834215 6.0023480821 111.4360780540
72835447 6.0006245024 111.4434729469
72836100 6.0003642834 111.4473913547
72836160 6.0003642834 111.4477513765
72836437 5.9978129407 111.4494134774
72837047 5.9988473473 111.4530721433
72837762 6.0674633900 111.4573613192
72838031 6.4653009681 111.4589934668
72838349 9.1619766619 111.4610494326
72838369 9.1619766619 111.4612326721
72839047 9.2127673879 111.4674444923
72839116 9.1999206124 111.4680801732
72839307 9.1727959693 111.4698373581
72839487 9.0703648632 111.4714884613
72839626 8.0408350911 111.4727492420
72840314 3.0346512466 111.4782813366
72840709 2.5434877004 111.4794800238
72841370 2.5474425482 111.4811612692
72841432 2.5698131924 111.4813192106
72843146 2.5787917044 111.4857238704
72843271 2.5881048585 111.4860462194
72843573 2.5926159271 111.4868278271
72844257 2.7782364075 111.4886011764
72844509 3.1291953589 111.4893012919
72844641 3.0933100188 111.4897143457
72844737 2.8509995958 111.4900113035
72844913 2.7201130038 111.4905130794
72844993 2.6594450833 111.4907306885
72845071 2.6343940952 111.4909381252
72846105 2.6350859700 111.4936620887
72846603 2.6363762592 111.4949743615
72846925 2.6387113097 111.4958232746
72848717 2.6567964230 111.5005518453
72848999 2.6687348988 111.5013010619
72849085 2.6812300083 111.5015305731
72849372 2.6906649428 111.5023000861
72849544 2.6944467280 111.5027628805
72849945 2.7056459049 111.5038433536
72850049 2.7113743529 111.5041247408
72850413 2.7113743529 111.5051116811
72850581 2.7404429097 111.5055671920
72850685 2.7559021915 111.5058521980
72851555 2.8368542910 111.5082498329
72851691 2.8367809694 111.5086356451
72851768 2.9180599257 111.5088540772
72851811 2.9976767368 111.5089795538
72852096 3.0940140826 111.5098338917
72852447 3.1889712438 111.5109198906
72853245 3.2837291694 111.5134646897
72854057 3.4907889710 111.5161310778
72854154 3.7129301660 111.5164696843
72854336 3.9971634268 111.5171454376
72854842 4.3412632443 111.5191680023
72855636 4.4515256324 111.5226149653
72855700 4.5420136486 111.5228998629
72856491 4.5767226574 111.5264925957
72856606 4.6031267944 111.5270189188
72856619 4.6031267944 111.5270787595
72861075 3.1008805492 111.5475902925
72861409 2.4291696694 111.5486259866
72861460 1.8290494355 111.5487498742
72861961 1.4442633259 111.5496662280
72863006 1.4448872651 111.5511754832
72864123 1.4445892341 111.5527894223
72864575 1.4419407574 111.5534423766
72866824 1.4528368479 111.5566853014
72866930 1.4564372033 111.5568393021
72867293 1.4574824419 111.5573679888
72867491 1.4736582207 111.5576565703
72867513 1.4921807834 111.5576889908
72868010 1.4849740568 111.5584306046
72872188 1.3955470572 111.5646348262
72872972 1.4304485790 111.5657289351
72873179 1.2841501997 111.5660250380
72874937 1.2771753485 111.5682825740
72876412 1.1543166323 111.5701664077
72876476 1.0078206012 111.5702402839
72878784 0.9528550236 111.5725663339
72878905 0.8890423810 111.5726816293
72881021 0.7030914954 111.5745628430
72882973 11.2422858077 111.5759352776
72883073 11.2752329047 111.5770595062
72883124 11.3601951410 111.5776345431
72884143 15.6447286788 111.5892105819
72884703 15.6457255823 111.5979716300
72885579 15.6471923463 111.6116772856
72885724 15.6471923463 111.6139461285
72886048 5.7395608415 111.6190158188
72886546 1.0729029709 111.6218741201
72886756 1.0396780782 111.6220994297
72886926 1.0434279398 111.6222761750
72887390 1.1039182697 111.6227603256
72887516 1.1481412250 111.6228994193
72887624 5.2283010108 111.6230234185
72887728 8.8538247884 111.6235671618
72887762 13.4479982534 111.6238681919
72888231 13.4479982534 111.6301753030
72888500 13.4479982534 111.6337928146
72888812 13.3430460494 111.6379885900
72889003 5.8846037306 111.6405371118
72889048 3.2853495048 111.6408019190
72891011 3.2360421084 111.6472510601
72892082 3.2387607527 111.6507168612
